"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume";"EPS_TTM";"EPS_2016";"EPS_2017";"EPS_2018";"EPS_2019";"EPS_2020";"EPS_2021";"FScore_2016";"FScore_2017";"FScore_2018";"FScore_2019";"FScore_2020";"FScore_TTM";"FScore_2021";"Interest_Coverage_2016";"Interest_Coverage_2017";"Interest_Coverage_2018";"Interest_Coverage_2019";"Interest_Coverage_2020";"Interest_Coverage_TTM";"Interest_Coverage_2021"
"RRETY";"Robinsons Retail Holdings Inc";"Consumer Cyclical";"Retail - Cyclical";10,11;"Philippines";708;0,42;"0.70";"0.72";"0.73";"0.50";"0.41";NA;"7.00";"7.00";"5.00";"5.00";"5.00";6;NA;69,12;53,8;46,12;3,32;2,88;2,45;NA
"RRGB";"Red Robin Gourmet Burgers Inc";"Consumer Cyclical";"Restaurants";24,76;"USA";375668;-3,81;"0.87";"2.31";"-0.49";"-0.61";"-19.29";NA;"5.00";"5.00";"4.00";"4.00";"2.00";5;NA;7,08;4,19;2,62;0,42;NA;0;NA
"RRR";"Red Rock Resorts Inc";"Consumer Cyclical";"Travel & Leisure";45,53;"USA";691458;1,15;"1.03";"0.42";"1.77";"-0.05";"-2.13";NA;"7.00";"5.00";"4.00";"5.00";"5.00";8;NA;2,38;3,52;2,84;1,71;0,97;6,56;NA
"RS";"Reliance Steel & Aluminum Co";"Basic Materials";"Steel";150,19;"USA";295109;12,72;"4.16";"8.34";"8.75";"10.34";"5.66";NA;"7.00";"6.00";"6.00";"7.00";"6.00";6;NA;3,81;4,67;6,16;6,31;4,64;29,32;NA
"RSG";"Republic Services Inc";"Industrials";"Waste Management";124,66;"USA";958907;3,51;"1.78";"3.77";"3.16";"3.33";"3.02";NA;"6.00";"7.00";"7.00";"7.00";"6.00";6;NA;4,27;4,57;4,47;4,56;5,18;6,67;NA
"RSGUF";"Rogers Sugar Inc";"Consumer Defensive";"Consumer Packaged Goods";4,38;"Canada";2470;0,33;"0.49";"0.18";"0.33";"-0.06";"0.26";NA;"8.00";"5.00";"7.00";"3.00";"5.00";7;NA;10,97;4,18;5,18;4,28;3,88;3,41;NA
"RSHYY";"RusHydro PJSC";"Utilities";"Utilities - Independent Power Producers";1,11;"Russia";9176;0,12;"0.18";"0.11";"0.11";"0.02";"0.15";NA;"7.00";"6.00";"7.00";"4.00";"6.00";6;NA;11,37;17,94;16,29;10,82;9,66;10,7;NA
"RSLBF";"RaySearch Laboratories AB";"Healthcare";"Healthcare Providers & Services";9;"Sweden";320;-0,17;"0.48";"0.41";"0.25";"0.16";"-0.03";NA;"7.00";"4.00";"5.00";"4.00";"5.00";4;NA;124,76;81,61;30,5;7,27;4,51;0;NA
"RSTAY";"RIB Software SE";"Technology";"Software";98,1;"Germany";11508;0,3;"0.68";"0.95";"0.96";"0.40";"0.78";NA;"7.00";"6.00";"7.00";"5.00";"8.00";6;NA;361,02;859,42;561,53;23,79;34,44;13,83;NA
"RSTRF";"Restaurant Brands International LP";"Consumer Cyclical";"Restaurants";61,47;"Canada";811;2,21;"1.48";"2.59";"2.46";"2.40";"1.62";NA;"9.00";"7.00";"7.00";"8.00";"6.00";6;NA;3,85;3,75;3,64;3,81;3,13;4,32;NA
"RTMVF";"Rightmove PLC";"Communication Services";"Interactive Media";9,57;"UK";28666;0,24;"0.17";"0.21";"0.22";"0.26";"0.17";NA;"6.00";"6.00";"4.00";"8.00";"5.00";5;NA;773,43;833,18;404,46;439,77;282,72;463,33;NA
"RTNTF";"Rio Tinto Ltd";"Basic Materials";"Metals & Mining";77,44;"Australia";321;11,52;"2.55";"4.87";"7.88";"4.88";"6.00";NA;"8.00";"9.00";"7.00";"6.00";"8.00";8;NA;8,24;21,12;14,73;16,3;27,91;191,62;NA
"RTOXF";"Rotork PLC";"Industrials";"Industrial Products";4,59;"UK";2326;0,15;"0.10";"0.09";"0.13";"0.14";"0.14";NA;"4.00";"6.00";"8.00";"7.00";"8.00";8;NA;25,03;15,83;27,85;32,3;61,98;63,02;NA
"RTX";"Raytheon Technologies Corp";"Industrials";"Aerospace & Defense";85,3;"USA";4289868;1,44;"6.13";"5.70";"6.50";"6.41";"-2.59";NA;"5.00";"6.00";"4.00";"7.00";"4.00";6;NA;7,08;8;2,43;2,87;0,92;3,66;NA
"RUBSF";"Rubis SCA";"Utilities";"Utilities - Regulated";38,15;"France";3003;3,2;"2.45";"3.36";"2.99";"3.43";"3.31";NA;"6.00";"5.00";"4.00";"6.00";"6.00";6;NA;17,43;17,9;19,21;13,59;11,7;18,88;NA
"RUSHA";"Rush Enterprises Inc";"Consumer Cyclical";"Vehicles & Parts";44,26;"USA";143618;3,11;"0.67";"2.80";"2.30";"2.51";"2.04";NA;"7.00";"7.00";"7.00";"5.00";"5.00";8;NA;5,3;11,27;9,62;7,1;15,7;0;NA
"RUSMF";"Russel Metals Inc";"Industrials";"Industrial Distribution";27,32;"Canada";1784;2,67;"0.76";"1.57";"2.62";"0.93";"0.30";NA;"7.00";"6.00";"6.00";"4.00";"6.00";7;NA;4,09;8,54;10,6;3,53;2,49;24,98;NA
"RUTH";"Ruth's Hospitality Group Inc";"Consumer Cyclical";"Restaurants";20,25;"USA";372022;0,51;"0.95";"0.97";"1.38";"1.44";"-0.80";NA;"8.00";"5.00";"7.00";"4.00";"4.00";6;NA;41,21;61,62;29,71;23,88;NA;14,76;NA
"RVI";"Retail Value Inc";"Real Estate";"REITs";25,02;"USA";147642;-7,11;"-3.21";"-15.84";NA;"2.46";"-4.72";NA;"N/A";"N/A";"7.00";"6.00";"4.00";3;NA;0,84;0,91;NA;1,63;1,27;3,63;NA
"RXEEY";"Rexel SA";"Industrials";"Industrial Distribution";21,28;"France";2362;1,8;"0.49";"0.41";"0.50";"0.76";"-1.05";NA;"6.00";"6.00";"6.00";"7.00";"3.00";3;NA;5,04;6,7;5,31;5,78;5,45;10,35;NA
"RYAM";"Rayonier Advanced Materials Inc";"Basic Materials";"Chemicals";6,98;"USA";306881;2,05;"1.55";"5.81";"1.96";"-0.57";"0.01";NA;"6.00";"4.00";"6.00";"5.00";"7.00";7;NA;4,18;1,48;2,76;NA;0,51;0,2;NA
"RYBIF";"Ryobi Ltd";"Industrials";"Industrial Products";11,35;"Japan";500;0,36;"2.55";"2.28";"2.29";"1.39";"-0.21";NA;"9.00";"6.00";"6.00";"4.00";"4.00";7;NA;6,85;9,36;11,41;8,2;NA;0;NA
"RYI";"Ryerson Holding Corp";"Industrials";"Industrial Products";23,19;"USA";189560;2,08;"0.54";"0.46";"2.81";"2.17";"-1.73";NA;"6.00";"2.00";"5.00";"6.00";"4.00";5;NA;1,37;1,11;1,45;2,05;0,87;5,79;NA
"RYKKF";"Ryohin Keikaku Co Ltd";"Consumer Cyclical";"Retail - Cyclical";20,8;"Japan";40;0,58;"0.71";"0.86";"1.06";"1.17";"0.80";NA;"6.00";"7.00";"8.00";"7.00";"3.00";3;NA;604,26;890,23;NA;NA;40,79;34,72;NA
"RYN";"Rayonier Inc";"Real Estate";"REITs";36,63;"USA";623207;0,55;"1.73";"1.16";"0.79";"0.46";"0.27";NA;"7.00";"5.00";"5.00";"4.00";"5.00";7;NA;7,78;6,23;5,27;3,47;2,47;5,82;NA
"SAABF";"Saab AB";"Industrials";"Aerospace & Defense";28,6;"Sweden";155;1,01;"1.06";"1.51";"1.24";"1.57";"0.96";NA;"5.00";"5.00";"2.00";"4.00";"4.00";6;NA;16,23;15,52;14,66;10;1,41;4,73;NA
"SABR";"Sabre Corp";"Technology";"Software";11,02;"USA";5946129;-3,68;"0.86";"0.87";"1.22";"0.57";"-4.42";NA;"5.00";"6.00";"7.00";"6.00";"2.00";3;NA;2,9;3,73;3,58;2,32;NA;0;NA
"SAFE";"Safehold Inc";"Real Estate";"REITs";89,25;"USA";88891;1,17;"0.36";NA;"0.64";"0.89";"1.17";NA;"N/A";"3.00";"6.00";"5.00";"4.00";4;NA;1,8;NA;1,84;2,24;1,88;1,79;NA
"SAFM";"Sanderson Farms Inc";"Consumer Defensive";"Consumer Packaged Goods";195,01;"USA";391741;13,4;"8.37";"12.30";"2.70";"2.41";"1.27";NA;"5.00";"8.00";"5.00";"6.00";"4.00";8;NA;172,86;225,47;14,38;16,36;0,21;350,06;NA
"SAFRF";"Safran SA";"Industrials";"Aerospace & Defense";127,92;"France";2074;3,79;"4.75";"12.90";"3.35";"6.26";"0.97";NA;"6.00";"5.00";"5.00";"8.00";"4.00";4;NA;19,96;22,36;15,01;26,87;12,37;4,28;NA
"SAH";"Sonic Automotive Inc";"Consumer Cyclical";"Vehicles & Parts";50,86;"USA";283409;6,52;"2.03";"2.09";"1.20";"3.30";"-1.21";NA;"4.00";"5.00";"5.00";"7.00";"5.00";7;NA;3,43;2,48;2,02;3,22;4,59;12,19;NA
"SAIA";"Saia Inc";"Industrials";"Transportation";244,36;"USA";395452;6,81;"1.87";"3.49";"3.99";"4.30";"5.20";NA;"6.00";"6.00";"6.00";"4.00";"6.00";7;NA;27,03;26,11;33,15;29,26;44,44;120,12;NA
"SAIL";"SailPoint Technologies Holdings Inc";"Technology";"Software";46,97;"USA";854969;-0,41;"-0.37";"-0.55";"0.04";"-0.10";"-0.12";NA;"N/A";"N/A";"7.00";"5.00";"4.00";3;NA;0,38;0,67;2,31;NA;0,05;0;NA
"SALM";"Salem Media Group Inc";"Communication Services";"Media - Diversified";2,89;"USA";282634;0,22;"0.34";"0.94";"-0.12";"-1.05";"-2.03";NA;"6.00";"5.00";"5.00";"2.00";"4.00";7;NA;2,23;1,61;1,34;1,11;0,71;1,37;NA
"SALRF";"SalMar ASA";"Consumer Defensive";"Consumer Packaged Goods";65,5;"Norway";529;1,95;"2.74";"2.43";"3.66";"2.44";"2.01";NA;"7.00";"4.00";"7.00";"5.00";"3.00";4;NA;29,17;24,74;38,12;17,13;18,93;15,18;NA
"SAMG";"Silvercrest Asset Management Group Inc";"Financial Services";"Asset Management";16,15;"USA";26519;1,03;"0.62";"0.66";"1.16";"0.98";"1.05";NA;"5.00";"8.00";"8.00";"3.00";"6.00";5;NA;64,19;181,87;341,16;39,24;39,58;75,69;NA
"SAMOF";"Sangoma Technologies Corp";"Technology";"Software";2,55;"Canada";11011;0,04;NA;"0.02";"0.05";"0.02";"0.04";NA;"7.00";"6.00";"6.00";"5.00";"5.00";6;NA;NA;14,36;17,77;5,28;4,03;0;3,21
"SAND";"Sandstorm Gold Ltd";"Basic Materials";"Metals & Mining";6,35;"Canada";1261082;0,15;"0.17";"0.06";"0.03";"0.09";"0.07";NA;"7.00";"5.00";"5.00";"6.00";"7.00";7;NA;3,94;5,52;10,15;5,46;15,18;12,85;NA
"SANM";"Sanmina Corp";"Technology";"Hardware";39,81;"USA";250174;3,91;"2.38";"1.78";"-1.37";"1.97";"1.97";NA;"7.00";"5.00";"4.00";"7.00";"8.00";8;NA;9,17;10,39;6,57;9,89;9,07;15,32;NA
"SAPMY";"Saipem SpA";"Energy";"Oil & Gas";4,66;"Italy";1455;-2,49;"-5.27";"-0.78";"-1.07";"0.02";"-2.80";NA;"4.00";"7.00";"4.00";"6.00";"4.00";2;NA;1,85;3,32;4,53;4,74;NA;0;NA
"SARTF";"Sartorius AG";"Healthcare";"Medical Devices & Instruments";783,71;"Germany";373;5,85;"1.58";"1.98";"2.34";"2.54";"4.02";NA;"5.00";"7.00";"5.00";"7.00";"7.00";7;NA;25,98;18,07;20,71;22,78;22,93;7,97;NA
"SASOF";"Sasol Ltd";"Energy";"Oil & Gas";14,97;"South africa";559;-7,42;"1.44";"2.58";"1.07";"0.48";"-8.61";NA;"4.00";"5.00";"4.00";"5.00";"4.00";4;NA;NA;10,99;9,14;56,35;2;6,07;4,72
"SATS";"EchoStar Corp";"Technology";"Hardware";26,42;"USA";475568;1,51;"1.92";"4.07";"-0.42";"-0.65";"-0.41";NA;"6.00";"6.00";"6.00";"3.00";"6.00";8;NA;2,4;0,22;0,46;0,29;0,77;2,26;NA
"SAUHF";"Straumann Holding AG";"Healthcare";"Medical Devices & Instruments";1832,08;"Switzerland";65;25,02;"14.32";"18.20";"17.32";"19.60";"6.45";NA;"6.00";"7.00";"4.00";"7.00";"4.00";4;NA;48,59;46,5;38,87;21,24;9,71;2,45;NA
"SAVE";"Spirit Airlines Inc";"Industrials";"Transportation";24,64;"USA";4335590;-6,56;"3.74";"5.99";"2.28";"4.89";"-5.06";NA;"4.00";"6.00";"3.00";"6.00";"2.00";3;NA;16,68;9,23;6,08;6,66;NA;0;NA
"SAWLF";"Shawcor Ltd";"Energy";"Oil & Gas";3,95;"Canada";10888;0,29;"-2.10";"0.80";"0.28";"-0.36";"-2.60";NA;"3.00";"7.00";"4.00";"5.00";"4.00";6;NA;NA;7,38;2,56;0,6;NA;2,5;NA
"SAXPF";"Sampo Oyj";"Financial Services";"Insurance";50,83;"Finland";557;1,24;"3.11";"4.69";"3.46";"2.27";"0.09";NA;"3.00";"7.00";"2.00";"5.00";"4.00";5;NA;36,98;48,73;117,33;119,54;4,39;23,19;NA
"SB";"Safe Bulkers Inc";"Industrials";"Transportation";3,94;"Monaco";1096253;0,49;"-0.83";"-0.98";"0.16";"0.04";"-0.25";NA;"3.00";"4.00";"6.00";"4.00";"4.00";8;NA;NA;1,01;2,18;1,65;0,5;11,98;NA
"SBAC";"SBA Communications Corp";"Real Estate";"REITs";355,82;"USA";492876;2,4;"0.61";"0.86";"0.41";"1.28";"0.21";NA;"8.00";"7.00";"6.00";"8.00";"5.00";6;NA;1,3;1,55;1,53;1,6;1,76;2,05;NA
"SBFFF";"SBM Offshore NV";"Energy";"Oil & Gas";18,48;"Netherlands";1343;1,27;"0.87";"-0.76";"1.04";"1.84";"1.00";NA;"6.00";"6.00";"6.00";"5.00";"4.00";4;NA;2,08;0,71;2,07;2,7;2,61;2,35;NA
"SBGI";"Sinclair Broadcast Group Inc";"Communication Services";"Media - Diversified";30;"USA";395606;-42,36;"2.60";"5.72";"3.35";"0.51";"-30.20";NA;"8.00";"5.00";"8.00";"5.00";"6.00";3;NA;2,83;2,16;2,12;0,9;2,1;0;NA
"SBGSF";"Schneider Electric SE";"Industrials";"Industrial Products";179,05;"France";1252;6,29;"3.26";"4.51";"4.73";"4.81";"4.64";NA;"7.00";"9.00";"7.00";"6.00";"4.00";4;NA;10,69;13,09;15,72;24,06;29,33;41,68;NA
"SBH";"Sally Beauty Holdings Inc";"Consumer Cyclical";"Retail - Cyclical";18,71;"USA";1059972;2,12;"1.50";"1.56";"2.08";"2.26";"0.99";NA;"5.00";"6.00";"7.00";"7.00";"4.00";7;NA;3,45;3,77;4,69;4,75;2,76;5,45;NA
"SBHMY";"Sino Biopharmaceutical Ltd";"Healthcare";"Biotechnology";16,59;"Hong Kong";1571;0,43;"0.28";"0.40";"1.42";"0.42";"0.45";NA;"6.00";"6.00";"6.00";"4.00";"4.00";4;NA;38,08;41,94;29,84;23,32;13,65;NA;NA
"SBLK";"Star Bulk Carriers Corp.";"Industrials";"Transportation";22,84;"Greece";1835704;2,12;"-3.24";"-0.16";"0.76";"-0.17";"0.10";NA;"4.00";"6.00";"6.00";"3.00";"7.00";8;NA;NA;0,81;2,2;0,97;1,17;11,72;NA
"SBLUY";"Stabilus SA";"Industrials";"Industrial Products";15,9;"Luxembourg";798;0,66;"0.50";"0.77";"1.00";"0.72";"0.30";NA;"7.00";"5.00";"8.00";"4.00";"5.00";9;NA;5,57;8,92;13,67;11,27;4,47;5,85;NA
"SBOEF";"Schoeller-Bleckmann Oilfield Equipment AG";"Energy";"Oil & Gas";36,15;"Austria";100;-0,42;"-1.85";"-4.04";"1.25";"2.26";"-1.68";NA;"3.00";"5.00";"6.00";"6.00";"4.00";3;NA;NA;2,92;6,54;6,51;0,04;4,09;NA
"SBOW";"SilverBow Resources Inc";"Energy";"Oil & Gas";18,54;"USA";115548;0,86;NA;"6.25";"6.34";"9.74";"-25.99";NA;"7.00";"7.00";"4.00";"6.00";"2.00";6;NA;NA;5;4,51;3,26;1,53;4,99;NA
"SBRA";"Sabra Health Care REIT Inc";"Real Estate";"REITs";16,1;"USA";1536115;-0,09;"0.92";"1.40";"1.51";"0.37";"0.67";NA;"4.00";"5.00";"4.00";"5.00";"4.00";5;NA;2,51;2,57;2,08;2,68;2,55;2,71;NA
"SBS";"Companhia De Saneamento Basico Do Estado De Sao Pa";"Utilities";"Utilities - Regulated";7,1;"Brazil";1792897;0,7;"1.29";"1.12";"1.07";"1.20";"0.28";NA;"8.00";"7.00";"9.00";"8.00";"5.00";7;NA;6,07;9,67;10,26;8,66;5,96;7,19;NA
"SBSAA";"Spanish Broadcasting System Inc";"Communication Services";"Media - Diversified";2,75;"USA";8751;-2,73;"-2.25";"2.70";"2.25";"-0.13";"-3.42";NA;"7.00";"4.00";"5.00";"5.00";"3.00";3;NA;1,05;0,89;1,11;1,16;0,72;0;NA
"SBSNY";"Schibsted ASA";"Communication Services";"Media - Diversified";53,95;"Norway";122;31,1;"0.24";"1.12";"0.32";"0.44";"0.42";NA;"6.00";"6.00";"6.00";"6.00";"5.00";4;NA;18,2;18,96;21,85;7,15;7,37;10,22;NA
"SBSW";"Sibanye Stillwater Ltd";"Basic Materials";"Metals & Mining";16,22;"South africa";2358023;4,29;"0.65";"-0.67";"-0.31";"0.01";"2.84";NA;"8.00";"3.00";"4.00";"7.00";"7.00";7;NA;8,37;0,64;0,28;2,83;17,45;40,23;NA
"SBUX";"Starbucks Corp";"Consumer Cyclical";"Restaurants";117,28;"USA";5494950;2,39;"1.90";"1.97";"3.24";"2.92";"0.79";NA;"5.00";"5.00";"7.00";"4.00";"6.00";7;NA;47,4;42,13;22,35;11,83;3,47;12,37;NA
"SCABY";"Svenska Cellulosa AB";"Basic Materials";"Forest Products";18,19;"Sweden";100;0,36;"0.86";"24.06";"0.58";"2.34";"0.13";NA;"5.00";"5.00";"6.00";"6.00";"6.00";6;NA;13,56;33,86;142,89;134,79;8,72;55,23;NA
"SCCCF";"Sunac China Holdings Ltd";"Real Estate";"Real Estate";2,6;"China";3267;1,16;"0.10";"0.41";"0.54";"0.84";"1.18";NA;"6.00";"6.00";"5.00";"6.00";"7.00";7;NA;1,2;1,25;11,51;6,86;27,47;17,71;NA
"SCCO";"Southern Copper Corp";"Basic Materials";"Metals & Mining";62,39;"USA";961645;3,61;"1.00";"0.94";"2.00";"1.92";"2.03";NA;"5.00";"8.00";"8.00";"4.00";"7.00";8;NA;5,38;8,56;10,4;8,08;8,51;16,96;NA
"SCFLF";"Schaeffler AG";"Consumer Cyclical";"Vehicles & Parts";8,69;"Germany";1645;0,7;"1.36";"1.74";"1.50";"0.71";"-0.78";NA;"7.00";"7.00";"6.00";"5.00";"4.00";8;NA;1,89;3,62;9,9;8,68;7,17;9,88;NA
"SCGPY";"Serco Group PLC";"Industrials";"Business Services";1,84;"UK";100;0,33;NA;"-0.01";"0.08";"0.06";"0.14";NA;"3.00";"3.00";"6.00";"4.00";"7.00";7;NA;2,78;1,45;5,42;5,35;6,26;9,38;NA
"SCHN";"Schnitzer Steel Industries Inc";"Basic Materials";"Steel";47,76;"USA";262320;4,33;"-0.71";"1.58";"5.47";"2.00";"-0.15";NA;"4.00";"7.00";"8.00";"5.00";"3.00";5;NA;NA;6,37;16,18;10,02;2,39;54,73;39,87
"SCI";"Service Corp International";"Consumer Cyclical";"Personal Services";62,94;"USA";912655;4,11;"0.90";"2.84";"2.39";"1.99";"2.88";NA;"6.00";"6.00";"6.00";"7.00";"8.00";9;NA;3,33;3,34;3,39;3,41;5,13;7,68;NA
"SCIA";"SCI Engineered Materials Inc";"Technology";"Semiconductors";3,25;"USA";8323;0,48;"-0.18";NA;"0.21";"0.06";"0.33";NA;"3.00";"7.00";"7.00";"4.00";"5.00";7;NA;NA;1,2;103,89;15,05;16,13;19,78;NA
"SCKT";"Socket Mobile Inc";"Technology";"Hardware";6,93;"USA";1515090;-0,09;"1.80";"-0.23";"-0.09";"0.05";"-0.51";NA;"6.00";"5.00";"4.00";"8.00";"6.00";8;NA;19,56;30,61;NA;6;0,78;15,96;NA
"SCL";"Stepan Co";"Basic Materials";"Chemicals";117,28;"USA";70135;6,32;"3.73";"4.31";"4.76";"4.42";"5.45";NA;"6.00";"6.00";"7.00";"6.00";"6.00";6;NA;9,33;11,68;12,05;11,1;22,74;36,23;NA
"SCMWY";"Swisscom AG";"Communication Services";"Telecommunication Services";58,67;"Switzerland";6181;3,89;"3.04";"3.07";"2.97";"3.29";"3.33";NA;"5.00";"6.00";"6.00";"5.00";"7.00";9;NA;11,07;12,43;14,31;15,4;15,64;9,24;NA
"SCRPF";"Sembcorp Industries Ltd";"Industrials";"Conglomerates";1,5;"Singapore";12800;-0,35;"0.14";"0.14";"0.12";"0.09";"-0.43";NA;"4.00";"5.00";"5.00";"5.00";"3.00";3;NA;2,07;1,84;1,31;1,78;1,23;2,05;NA
"SCRYY";"SCOR SE";"Financial Services";"Insurance";3,04;"France";29153;0,38;"0.34";"0.18";"0.19";"0.25";"0.15";NA;"6.00";"5.00";"7.00";"8.00";"3.00";3;NA;7,66;4,63;5,87;6,93;4,43;9,15;NA
"SCTBF";"Securitas AB";"Industrials";"Business Services";16,68;"Sweden";8547;0,88;"0.79";"0.90";"0.92";"0.98";"0.79";NA;"8.00";"7.00";"8.00";"4.00";"6.00";6;NA;10,26;11;9,95;8,81;8,42;15,37;NA
"SCTY";"Monitronics International Inc";"Industrials";"Business Services";6,34;"USA";1315;-8,08;"-3.39";"-4.95";"-30.17";NA;"-8.08";NA;"N/A";"3.00";"5.00";"6.00";"5.00";5;NA;0,53;0,22;0,38;NA;NA;0;NA
"SCU";"Sculptor Capital Management Inc";"Financial Services";"Asset Management";28,01;"USA";151247;4,6;"-7.29";"0.97";"-1.26";"1.57";"3.00";NA;"3.00";"6.00";"3.00";"6.00";"6.00";8;NA;5,31;11,19;1,93;1,89;17,78;12,9;NA
"SCVPF";"Siam Cement PCL";"Basic Materials";"Chemicals";12,75;"Thailand";2000;1,34;"1.31";"1.41";"1.14";"0.88";"0.95";NA;"8.00";"6.00";"6.00";"4.00";"6.00";7;NA;7,34;7,05;6,17;3,92;4,79;9,71;NA
"SCWTF";"Schweiter Technologies AG";"Industrials";"Industrial Products";1558;"Switzerland";11;88,6;"48.39";"121.67";"42.43";"42.63";"81.37";NA;"8.00";"7.00";"5.00";"8.00";"6.00";6;NA;28,79;36,72;37,15;17,88;36,71;34,29;NA
"SDCVF";"Vicat SA";"Basic Materials";"Building Materials";50,58;"France";106;6;"3.27";"3.75";"3.78";"3.68";"4.22";NA;"7.00";"7.00";"8.00";"5.00";"6.00";6;NA;5,72;5,28;4,97;4,2;5,08;6,39;NA
"SDMHF";"Sartorius Stedim Biotech SA";"Healthcare";"Medical Devices & Instruments";620;"Germany";53;6,16;"1.76";"2.07";"2.57";"2.82";"4.72";NA;"5.00";"5.00";"9.00";"6.00";"8.00";6;NA;54,83;56,89;72,01;75,61;73,74;9,5;NA
"SDVKF";"Sandvik AB";"Industrials";"Industrial Products";25,67;"Sweden";862;1,17;"0.48";"1.25";"1.12";"0.72";"0.83";NA;"7.00";"8.00";"6.00";"5.00";"6.00";7;NA;6,1;10,19;16,07;10,82;11,57;27,48;NA
"SDXAY";"Sodexo";"Industrials";"Business Services";16,39;"France";24236;-1,07;"0.93";"1.13";"1.00";"1.00";"-0.51";NA;"6.00";"8.00";"4.00";"6.00";"3.00";3;NA;9,99;12,92;9,1;8,7;1,83;4,57;NA
"SEAS";"SeaWorld Entertainment Inc";"Consumer Cyclical";"Travel & Leisure";49,24;"USA";1142094;-0,57;"-0.15";"-2.36";"0.52";"1.10";"-3.99";NA;"4.00";"2.00";"6.00";"6.00";"3.00";5;NA;1,09;0,94;2,09;2,58;NA;5,43;NA
"SEB";"Seaboard Corp";"Industrials";"Conglomerates";4232,93;"USA";799;660,06;"266.50";"211.01";"2.26";"246.62";"244.21";NA;"8.00";"7.00";"6.00";"5.00";"7.00";7;NA;7,93;8,28;5,36;3,06;12,89;27,5;NA
"SEBYF";"SEB SA";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";164;"France";34;9,58;"4.94";"8.07";"8.67";"7.66";"6.59";NA;"5.00";"7.00";"7.00";"5.00";"4.00";4;NA;9,54;11,45;20,16;17,09;14,6;13,77;NA
"SECVY";"Seche Environnement SA";"Industrials";"Waste Management";11,1;"France";100;0,87;"0.11";"0.47";"0.46";"0.50";"0.43";NA;"6.00";"8.00";"7.00";"6.00";"6.00";6;NA;3,91;4,13;4,04;3,8;3,51;4,67;NA
"SECYF";"Secure Energy Services Inc";"Energy";"Oil & Gas";3,33;"Canada";5781;-0,29;"-0.24";"-0.16";"0.09";"0.01";"-0.43";NA;"5.00";"5.00";"7.00";"4.00";"4.00";3;NA;NA;1,22;2,85;0,97;NA;0;NA
"SEDG";"SolarEdge Technologies Inc";"Technology";"Semiconductors";289,77;"Israel";610749;2,53;"1.73";"1.85";"2.69";"2.90";"2.66";NA;"5.00";"N/A";"N/A";"4.00";"4.00";3;NA;NA;53,24;54,98;39,53;16,74;31,88;NA
"SEE";"Sealed Air Corp";"Consumer Cyclical";"Packaging & Containers";60,98;"USA";821566;3,19;"2.46";"4.29";"1.20";"1.69";"3.22";NA;"8.00";"7.00";"6.00";"8.00";"7.00";7;NA;3,17;3,17;3,65;3,17;4,33;4,51;NA
"SEGXF";"Segro PLC";"Real Estate";"REITs";18,83;"UK";2229;2,94;"0.64";"1.31";"1.33";"1.03";"1.66";NA;"3.00";"5.00";"3.00";"5.00";"5.00";5;NA;1,71;2,23;2,69;3,86;4,3;4,49;NA
"SEIC";"SEI Investments Co";"Financial Services";"Asset Management";63,08;"USA";387263;3,43;"2.03";"2.49";"3.14";"3.24";"3.00";NA;"7.00";"6.00";"7.00";"6.00";"6.00";9;NA;707,52;508,25;685,25;730,83;732,16;1397,28;NA
"SEIGY";"Semperit AG Holding";"Industrials";"Industrial Products";9,8;"Austria";120;3,82;"-0.11";"-0.37";"-1.18";"-0.69";"2.76";NA;"3.00";"3.00";"6.00";"6.00";"8.00";7;NA;3,01;NA;1,2;3,48;31,45;102,25;NA
"SELF";"Global Self Storage Inc";"Real Estate";"REITs";5,41;"USA";26649;0,2;"0.05";"-0.02";"0.08";"0.08";"0.03";NA;"N/A";"N/A";"6.00";"5.00";"5.00";7;NA;0,14;0,77;1,59;1,3;1,03;2,21;NA
"SEM";"Select Medical Holdings Corp";"Healthcare";"Healthcare Providers & Services";34,42;"USA";646670;3,19;"0.87";"1.33";"1.02";"1.10";"1.93";NA;"5.00";"8.00";"5.00";"5.00";"5.00";8;NA;1,76;2,3;2,1;2,35;3,71;8,38;NA
"SEMHF";"Siemens Healthineers AG";"Healthcare";"Medical Diagnostics & Research";70,25;"Germany";358;1,89;"1.47";"1.64";"1.47";"1.73";"1.65";NA;"N/A";"N/A";"5.00";"6.00";"5.00";6;NA;9,8;8,33;9,57;18,67;25,58;29,22;NA
"SEOAY";"Stora Enso Oyj";"Basic Materials";"Forest Products";19,68;"Finland";20480;1,02;"0.62";"0.94";"1.46";"1.24";"0.96";NA;"5.00";"8.00";"7.00";"5.00";"5.00";4;NA;2,95;7,56;8,61;6,57;6,65;10,22;NA
"SEPJF";"Spectris PLC";"Technology";"Hardware";54,1;"UK";842;2,75;"0.11";"2.63";"1.99";"2.64";"-0.20";NA;"4.00";"6.00";"4.00";"7.00";"5.00";5;NA;23,63;28,95;20,75;7,46;NA;18,94;NA
"SESMF";"SUESS MicroTec SE";"Technology";"Semiconductors";29,52;"Germany";1500;1,07;"0.27";"0.41";"0.28";"-0.94";"0.79";NA;"5.00";"6.00";"6.00";"1.00";"6.00";7;NA;16,24;85,61;91,02;NA;53,55;128,75;NA
